Date,Baseline,RSI & AU & OBV,RSI & AD & OBV,RSI & S & OBV,AU & AD & OBV,AU & S & OBV,AD & S & OBV
2019-05-03,23980.0,23980.0,23980.0,6550.0,23980.0,8470.0,23980.0
2019-05-06,24640.0,24640.0,24640.0,6550.0,24640.0,7810.0,24640.0
2019-05-07,23100.0,23100.0,23100.0,6550.0,23100.0,7810.0,23100.0
2019-05-08,24630.0,24630.0,24630.0,6550.0,24630.0,6280.0,24630.0
2019-05-09,23250.0,23250.0,23250.0,6550.0,23250.0,7660.0,23250.0
2019-05-10,23690.0,23690.0,23690.0,6550.0,23690.0,7220.0,23690.0
2019-05-13,21020.0,21020.0,21020.0,6550.0,21020.0,9890.0,21020.0
2019-05-14,22860.0,22860.0,22860.0,6550.0,22860.0,11730.0,22860.0
2019-05-15,24320.0,24320.0,24320.0,6550.0,24320.0,10270.0,24320.0
2019-05-16,25130.0,25130.0,25130.0,6550.0,25130.0,9460.0,25130.0
2019-05-17,24680.0,24680.0,24680.0,6550.0,24680.0,9460.0,24680.0
2019-05-20,23560.0,23560.0,23560.0,6550.0,23560.0,8340.0,23560.0
2019-05-21,23740.0,23740.0,23740.0,6550.0,23740.0,8340.0,23740.0
2019-05-22,23500.0,23500.0,23500.0,6550.0,23500.0,8100.0,23500.0
2019-05-23,22400.0,22400.0,22400.0,6550.0,22400.0,7000.0,22400.0
2019-05-24,22460.0,22460.0,22460.0,6550.0,22460.0,6940.0,22460.0
2019-05-28,22290.0,22290.0,22290.0,6550.0,22290.0,7110.0,22290.0
2019-05-29,21250.0,21250.0,21250.0,6550.0,21250.0,8150.0,21250.0
2019-05-30,21870.0,21870.0,21870.0,6550.0,21870.0,8770.0,21870.0
2019-05-31,21720.0,21720.0,21720.0,6550.0,21720.0,8920.0,21720.0
2019-06-03,22140.0,22140.0,22140.0,6550.0,22140.0,8500.0,22140.0
2019-06-04,24460.0,24460.0,24460.0,6550.0,24460.0,6180.0,24460.0
2019-06-05,25570.0,25570.0,25570.0,6550.0,25570.0,7290.0,25570.0
2019-06-06,26820.0,26820.0,26820.0,6550.0,26820.0,8540.0,26820.0
2019-06-07,27640.0,27640.0,27640.0,6550.0,27640.0,9360.0,27640.0
2019-06-10,26690.0,26690.0,26690.0,6550.0,26690.0,8410.0,26690.0
2019-06-11,24720.0,24720.0,24720.0,6550.0,24720.0,6440.0,24720.0
2019-06-12,25350.0,25350.0,25350.0,6550.0,25350.0,5810.0,25350.0
2019-06-13,31300.0,31300.0,31300.0,6550.0,31300.0,5810.0,31300.0
2019-06-14,31210.0,31210.0,31210.0,6550.0,31210.0,5720.0,31210.0
2019-06-17,30540.0,30540.0,30540.0,6550.0,30540.0,5050.0,30540.0
2019-06-18,28830.0,28830.0,28830.0,6550.0,28830.0,3340.0,28830.0
2019-06-19,30490.0,30490.0,30490.0,6550.0,30490.0,5000.0,30490.0
2019-06-20,31580.0,31580.0,31580.0,6550.0,31580.0,6090.0,31580.0
2019-06-21,29810.0,29810.0,29810.0,6550.0,29810.0,4320.0,29810.0
2019-06-24,28810.0,28810.0,28810.0,6550.0,28810.0,3320.0,28810.0
2019-06-25,29520.0,29520.0,29520.0,6550.0,29520.0,3320.0,29520.0
2019-06-26,29970.0,29970.0,29970.0,6550.0,29970.0,3770.0,29970.0
2019-06-27,28890.0,28890.0,28890.0,6550.0,28890.0,2690.0,28890.0
2019-06-28,29220.0,29220.0,29220.0,6550.0,29220.0,2690.0,29220.0
2019-07-01,31210.0,31210.0,31210.0,6550.0,31210.0,4680.0,31210.0
2019-07-02,32080.0,32080.0,32080.0,6550.0,32080.0,5550.0,32080.0
2019-07-03,32520.0,32520.0,32520.0,6550.0,32520.0,5990.0,32520.0
2019-07-05,32870.0,32870.0,32870.0,6550.0,32870.0,6340.0,32870.0
2019-07-08,31450.0,31450.0,31450.0,6550.0,31450.0,4920.0,31450.0
2019-07-09,32040.0,32040.0,32040.0,6550.0,32040.0,4920.0,32040.0
2019-07-10,33960.0,33960.0,33960.0,6550.0,33960.0,6840.0,33960.0
2019-07-11,33980.0,33980.0,33980.0,6550.0,33980.0,6860.0,33980.0
2019-07-12,35290.0,35290.0,35290.0,6550.0,35290.0,8170.0,35290.0
2019-07-15,35470.0,35470.0,35470.0,6550.0,35470.0,8350.0,35470.0
2019-07-16,34710.0,34710.0,34710.0,6550.0,34710.0,7590.0,34710.0
2019-07-17,32990.0,32990.0,32990.0,6550.0,32990.0,5870.0,32990.0
2019-07-18,32060.0,32060.0,32060.0,6550.0,32060.0,5870.0,32060.0
2019-07-19,30290.0,30290.0,30290.0,6550.0,30290.0,7640.0,30290.0
2019-07-22,31270.0,31270.0,31270.0,6550.0,31270.0,8620.0,31270.0
2019-07-23,31690.0,31690.0,31690.0,6550.0,31690.0,8200.0,31690.0
2019-07-24,31720.0,31720.0,31720.0,6550.0,31720.0,8170.0,31720.0
2019-07-25,33630.0,33630.0,33630.0,6550.0,33630.0,6260.0,33630.0
2019-07-26,35060.0,35060.0,35060.0,6550.0,35060.0,7690.0,35060.0
2019-07-29,36790.0,36790.0,36790.0,6550.0,36790.0,9420.0,36790.0
2019-07-30,35340.0,35340.0,35340.0,6550.0,35340.0,7970.0,35340.0
2019-07-31,33430.0,33430.0,33430.0,6550.0,33430.0,6060.0,33430.0
2019-08-01,32280.0,32280.0,32280.0,6550.0,32280.0,7210.0,32280.0
2019-08-02,32140.0,32140.0,32140.0,6550.0,32140.0,7350.0,32140.0
2019-08-05,28750.0,28750.0,28750.0,6550.0,28750.0,10740.0,28750.0
2019-08-06,32300.0,32300.0,32300.0,6550.0,32300.0,14290.0,32300.0
2019-08-07,25330.0,25330.0,25330.0,6550.0,25330.0,21260.0,25330.0
2019-08-08,28340.0,28340.0,28340.0,6550.0,28340.0,24270.0,28340.0
2019-08-09,28970.0,28970.0,28970.0,6550.0,28970.0,23640.0,28970.0
2019-08-12,26210.0,26210.0,26210.0,6550.0,26210.0,26400.0,26210.0
2019-08-13,27460.0,27460.0,27460.0,6550.0,27460.0,25150.0,27460.0
2019-08-14,23330.0,23330.0,23330.0,6550.0,23330.0,29280.0,23330.0
2019-08-15,23890.0,23890.0,23890.0,6550.0,23890.0,29840.0,23890.0
2019-08-16,25660.0,25660.0,25660.0,6550.0,25660.0,31610.0,25660.0
2019-08-19,25750.0,25750.0,25750.0,6550.0,25750.0,31520.0,25750.0
2019-08-20,25600.0,25600.0,25600.0,6550.0,25600.0,31670.0,25600.0
2019-08-21,26220.0,26220.0,26220.0,6550.0,26220.0,31050.0,26220.0
2019-08-22,26540.0,26540.0,26540.0,6550.0,26540.0,30730.0,26540.0
2019-08-23,22160.0,22160.0,22160.0,6550.0,22160.0,35110.0,22160.0
2019-08-26,25080.0,25080.0,25080.0,6550.0,25080.0,38030.0,25080.0
2019-08-27,24960.0,24960.0,24960.0,6550.0,24960.0,38150.0,24960.0
2019-08-28,27010.0,27010.0,27010.0,6550.0,27010.0,36100.0,27010.0
2019-08-29,28290.0,28290.0,28290.0,6550.0,28290.0,37380.0,28290.0
2019-08-30,27710.0,27710.0,27710.0,6550.0,27710.0,36800.0,27710.0
2019-09-03,26770.0,26770.0,26770.0,6550.0,26770.0,35860.0,26770.0
2019-09-04,28340.0,28340.0,28340.0,6550.0,28340.0,37430.0,28340.0
2019-09-05,29280.0,29280.0,29280.0,6550.0,29280.0,38370.0,29280.0
2019-09-06,29990.0,29990.0,29990.0,6550.0,29990.0,39080.0,29990.0
2019-09-09,29270.0,29270.0,29270.0,6550.0,29270.0,38360.0,29270.0
2019-09-10,26250.0,26250.0,26250.0,6550.0,26250.0,35340.0,26250.0
2019-09-11,26650.0,26650.0,26650.0,6550.0,26650.0,34940.0,26650.0
2019-09-12,27950.0,27950.0,27950.0,6550.0,27950.0,34940.0,27950.0
2019-09-13,28470.0,28470.0,28470.0,6550.0,28470.0,35460.0,28470.0
2019-09-16,26260.0,26260.0,26260.0,6550.0,26260.0,33250.0,26260.0
2019-09-17,26770.0,26770.0,26770.0,6550.0,26770.0,32740.0,26770.0
2019-09-18,27260.0,27260.0,27260.0,6550.0,27260.0,32250.0,27260.0
2019-09-19,23780.0,23780.0,23780.0,6550.0,23780.0,35730.0,23780.0
2019-09-20,22750.0,22750.0,22750.0,6550.0,22750.0,34700.0,22750.0
2019-09-23,22940.0,22940.0,22940.0,6550.0,22940.0,34890.0,22940.0
2019-09-24,22450.0,22450.0,22450.0,6550.0,22450.0,34400.0,22450.0
2019-09-25,23570.0,23570.0,23570.0,6550.0,23570.0,35520.0,23570.0
2019-09-26,21760.0,21760.0,21760.0,6550.0,21760.0,37330.0,21760.0
2019-09-27,20460.0,20460.0,20460.0,6550.0,20460.0,36029.99999999997,20460.0
2019-09-30,20810.0,20810.0,20810.0,6550.0,20810.0,36379.99999999994,20810.0
2019-10-01,20050.0,20050.0,20050.0,6550.0,20050.0,35619.99999999997,20050.0
2019-10-02,19640.0,19640.0,19640.0,6550.0,19640.0,35209.99999999997,19640.0
2019-10-03,18660.0,18660.0,18660.0,6550.0,18660.0,34229.99999999997,18660.0
2019-10-04,20760.0,20760.0,20760.0,6550.0,20760.0,36330.0,20760.0
2019-10-07,21390.0,21390.0,21390.0,6550.0,21390.0,35700.0,21390.0
2019-10-08,18970.0,18970.0,18970.0,6550.0,18970.0,38120.0,18970.0
2019-10-09,19830.0,19830.0,19830.0,6550.0,19830.0,37260.0,19830.0
2019-10-10,19840.0,19840.0,19840.0,6550.0,19840.0,37250.0,19840.0
2019-10-11,20520.0,20520.0,20520.0,6550.0,20520.0,36570.0,20520.0
2019-10-14,20200.0,20200.0,20200.0,6550.0,20200.0,36890.0,20200.0
2019-10-15,20260.0,20260.0,20260.0,6550.0,20260.0,36830.0,20260.0
2019-10-16,21350.0,21350.0,21350.0,6550.0,21350.0,36830.0,21350.0
2019-10-17,22850.0,22850.0,22850.0,6550.0,22850.0,38330.0,22850.0
2019-10-18,21380.0,21380.0,21380.0,6550.0,21380.0,36860.0,21380.0
2019-10-21,20750.0,20750.0,20750.0,6550.0,20750.0,36860.0,20750.0
2019-10-22,22880.0,22880.0,22880.0,6550.0,22880.0,34730.0,22880.0
2019-10-23,21620.0,21620.0,21620.0,6550.0,21620.0,33470.0,21620.0
2019-10-24,20750.0,20750.0,20750.0,6550.0,20750.0,33470.0,20750.0
2019-10-25,21390.0,21390.0,21390.0,6550.0,21390.0,32830.0,21390.0
2019-10-28,21020.0,21020.0,21020.0,6550.0,21020.0,32830.0,21020.0
2019-10-29,19980.0,19980.0,19980.0,6550.0,19980.0,33870.0,19980.0
2019-10-30,20100.0,20100.0,20100.0,6550.0,20100.0,33990.0,20100.0
2019-10-31,20420.0,20420.0,20420.0,6550.0,20420.0,34310.0,20420.0
2019-11-01,23230.0,23230.0,23230.0,6550.0,23230.0,31500.0,23230.0
2019-11-04,23400.0,23400.0,23400.0,6550.0,23400.0,31670.0,23400.0
2019-11-05,21940.0,21940.0,21940.0,6550.0,21940.0,30210.0,21940.0
2019-11-06,21760.0,21760.0,21760.0,6550.0,21760.0,30210.0,21760.0
2019-11-07,23440.0,23440.0,23440.0,6550.0,23440.0,28530.0,23440.0
2019-11-08,28410.0,28410.0,28410.0,6550.0,28410.0,33500.0,28410.0
2019-11-11,27200.0,27200.0,27200.0,6550.0,27200.0,32290.0,27200.0
2019-11-12,29020.0,29020.0,29020.0,6550.0,29020.0,34110.0,29020.0
2019-11-13,39100.0,39100.0,39100.0,6550.0,39100.0,44190.0,39100.0
2019-11-14,37540.0,37540.0,37540.0,6550.0,37540.0,42630.0,37540.0
2019-11-15,35080.0,35080.0,35080.0,6550.0,35080.0,40170.0,35080.0
2019-11-18,38040.0,38040.0,38040.0,6550.0,38040.0,43130.0,38040.0
2019-11-19,38770.0,38770.0,38770.0,6550.0,38770.0,43860.0,38770.0
2019-11-20,37320.0,37320.0,37320.0,6550.0,37320.0,42410.0,37320.0
2019-11-21,37300.0,37300.0,37300.0,6550.0,37300.0,42390.0,37300.0
2019-11-22,38680.0,38680.0,38680.0,6550.0,38680.0,43770.0,38680.0
2019-11-25,40070.0,40070.0,40070.0,6550.0,40070.0,45160.0,40070.0
2019-11-26,42010.0,42010.0,42010.0,6550.0,42010.0,47100.0,42010.0
2019-11-27,41850.0,41850.0,41850.0,6550.0,41850.0,46940.0,41850.0
2019-11-29,41950.0,41950.0,41950.0,6550.0,41950.0,47040.0,41950.0
2019-12-02,40990.0,40990.0,40990.0,6550.0,40990.0,46080.0,40990.0
2019-12-03,38970.0,38970.0,38970.0,6550.0,38970.0,44060.0,38970.0
2019-12-04,38670.0,38670.0,38670.0,6550.0,38670.0,44060.0,38670.0
2019-12-05,37830.0,37830.0,37830.0,6550.0,37830.0,44060.0,37830.0
2019-12-06,38050.0,38050.0,38050.0,6550.0,38050.0,43840.0,38050.0
2019-12-09,36610.0,36610.0,36610.0,6550.0,36610.0,45280.0,36610.0
2019-12-10,36500.0,36500.0,36500.0,6550.0,36500.0,45170.0,36500.0
2019-12-11,37980.0,37980.0,37980.0,6550.0,37980.0,46650.0,37980.0
2019-12-12,38150.0,38150.0,38150.0,6550.0,38150.0,46480.0,38150.0
2019-12-13,37650.0,37650.0,37650.0,6550.0,37650.0,46980.0,37650.0
2019-12-16,39730.0,39730.0,39730.0,6550.0,39730.0,44900.0,39730.0
2019-12-17,39000.0,39000.0,39000.0,6550.0,39000.0,44170.0,39000.0
2019-12-18,37530.0,37530.0,37530.0,6550.0,37530.0,44170.0,37530.0
2019-12-19,37420.0,37420.0,37420.0,6550.0,37420.0,44280.0,37420.0
2019-12-20,38150.0,38150.0,38150.0,6550.0,38150.0,43550.0,38150.0
2019-12-23,35950.0,35950.0,35950.0,6550.0,35950.0,43550.0,35950.0
2019-12-24,36560.0,36560.0,36560.0,6550.0,36560.0,44160.0,36560.0
2019-12-26,36970.0,36970.0,36970.0,6550.0,36970.0,43750.0,36970.0
2019-12-27,37020.0,37020.0,37020.0,6550.0,37020.0,43700.0,37020.0
2019-12-30,35040.0,35040.0,35040.0,6550.0,35040.0,45680.0,35040.0
2019-12-31,35900.0,35900.0,35900.0,6550.0,35900.0,46540.0,35900.0
